episode,reward,energy,violation_rate,q_loss,mf_loss,temp,eps
46,-15.713501265250866,6705.398955032977,23.549999999999997,12042.478218093356,0.03831442049322065,0.30285714285714305,0.16000000000000003
47,-29.99908935876473,6552.467520677968,24.45,12076.81633996641,0.03834704175627462,0.29857142857142877,0.1546666666666667
48,-9.998994755283046,5933.0122143714925,23.7,12002.89059325877,0.03805216291046517,0.2942857142857145,0.14933333333333332
49,-7.1418084606928325,6375.348139507612,24.45,11917.565175919832,0.037986240646653416,0.2900000000000002,0.144
50,-31.427603311833227,6190.192097243446,23.95,11849.249758918504,0.037924795799353275,0.2857142857142859,0.1386666666666667
51,-21.42754566352711,6472.7654549365025,24.75,11773.17693126144,0.03772735332683232,0.28142857142857164,0.13333333333333336
52,-17.142007248933098,5751.81919214586,23.599999999999998,11798.477137678949,0.03771347267742174,0.27714285714285736,0.12799999999999997
53,-25.71326382005254,6177.83136140258,27.200000000000003,11769.765414904166,0.03756497174699382,0.2728571428571431,0.12266666666666666
54,-15.713371128479084,6533.513485684069,24.5,11761.894494886905,0.037537326237213786,0.2685714285714288,0.11733333333333335
55,-7.1420419784564375,6350.008956910279,23.799999999999997,11767.41183773907,0.037522286306256834,0.2642857142857145,0.11200000000000002
56,-4.284981000101861,5666.546078782485,25.45,11680.177899630635,0.037386401557332076,0.26000000000000023,0.10666666666666669
57,-8.570664328316413,6192.50538780759,25.3,11747.191197691101,0.03730644886314437,0.25571428571428595,0.10133333333333333
58,-12.856276156891479,5613.726452187695,25.15,11662.008374609464,0.03718154070367992,0.25142857142857167,0.096
59,-5.713366563078896,5943.0293956804035,24.25,11670.55630278288,0.03714819564371581,0.2471428571428574,0.09066666666666667
60,-7.14220946394774,5248.269342319478,23.549999999999997,11498.127537230708,0.03699920108892779,0.2428571428571431,0.08533333333333336
61,-4.284949090540694,5475.554257195094,24.55,11516.956942310426,0.03701436490018443,0.23857142857142882,0.07999999999999999
62,-17.142224942955252,5493.670482462603,23.75,11437.354696714245,0.03687376448623656,0.23428571428571454,0.07466666666666666
63,-9.99906453681385,5981.0476482372615,24.65,11396.479961277322,0.03686434300751358,0.23000000000000026,0.06933333333333334
64,-1.4278453395339332,5757.2334760478825,25.15,11376.205521201166,0.036799535383852784,0.22571428571428598,0.06400000000000002
65,-8.570552853650483,5765.11556241567,23.9,11347.147015653602,0.03675724805697151,0.2214285714285717,0.058666666666666645
66,-2.8563643512917762,5312.394715555537,22.650000000000002,11334.702499319621,0.03667100593357702,0.21714285714285742,0.05333333333333332
67,-7.14205131167345,5756.005083818052,25.7,11320.66939144411,0.03651330131083583,0.21285714285714313,0.048
68,-1.4276148186714208,6059.816477399369,24.099999999999998,11376.861400077194,0.036465623904613484,0.20857142857142885,0.04266666666666668
69,-1.42775847959222,5692.694375045207,24.8,11318.652040085355,0.03642921975863297,0.20428571428571457,0.03733333333333335
70,-5.713717841093292,5352.90740617929,24.349999999999998,11267.305311879329,0.03638402787419621,0.2000000000000003,0.03199999999999999
71,-4.2850064397205525,5091.138661920374,24.8,11216.552700713522,0.036267097635365626,0.195714285714286,0.02666666666666666
72,-1.4279442866559575,5013.86537213555,23.35,11222.377786601339,0.03615598103688391,0.19142857142857173,0.02133333333333334
73,0.000819641769341674,5467.485437623097,24.9,11184.257945959118,0.036178246119783986,0.18714285714285744,0.016000000000000014
74,0.0005952250780000091,5277.876678964874,23.150000000000002,11118.551127974653,0.03604676899306728,0.18285714285714316,0.010666666666666647
75,-2.856527230144095,5120.313927542367,25.75,11097.741591627702,0.035998361638706664,0.17857142857142888,0.005333333333333324
76,0.0007411873085393599,5679.718417738711,24.25,11045.684107409123,0.035974504659177314,0.1742857142857146,0.0
77,-1.4279383188560217,5552.280340184981,23.65,11013.370239063392,0.03584099591390234,0.17000000000000032,0.0
78,-1.427957615988137,5259.695054061946,24.15,10989.350390822185,0.03587451282042812,0.16571428571428604,0.0
79,-1.4279313173366854,5439.237728681464,24.55,10941.364120512884,0.03585430385301942,0.16142857142857175,0.0
